0,Fecha,Hora,Usuario,Nota Técnica
4880,11/18/2022,13:14:16,lolo,"no lo hace porque no tiene dineros ""debería"" traerlo el martes. Ya está cerrada devolver"
4883,11/17/2022,12:5:44,lolo,"Es una falla del teclado ningun problema del soft el teclado por ML está $18.000 nuevo que se compre uno nuevo le fallan las teclas 1234ag"
4883,11/17/2022,12:6:4,lolo,No sabemos como arreglarlo y es muy barato
4888,11/18/2022,10:22:37,Marce Scana,"este equipo tranqui que sea el ulitmo que ven"
4888,11/18/2022,12:42:10,lolo,"podes dejar de inventarte palabras tecnica?? que mierda es reactivar el equipo? El apple watch prendió y pide contraseña es un series 3 38mm no se puede restaurar porque después no se vuelve a enlazar sino se acuerda la contraseña que se lo guarde hasta que se acuerde"
4890,11/18/2022,10:51:44,Soldier,le pregunte a nacho y quedan tres en stok en macstation para reemplazo
4890,12/5/2022,13:40:45,Soldier,Vamos a probar si con la maquina de vacio se le va la burbuja si eso pasa lo metemos en apple mañana
4890,12/6/2022,11:3:48,Marce Scana,como lo metemos mañana? que le hicieron? era para meter en apple originalmente
4898,11/17/2022,15:31:14,Marce Scana,no lo pude restaurar
4898,11/18/2022,9:27:21,lolo,"no está en Belgrano jejox"
4898,11/18/2022,13:40:27,lolo,"se pudo sacar del loop lo estuve probando durante 2hs y no se reinicio funciona todo bien. Batería 86% tiene espacio. No se porque estaba en loop pero ahora no"
4898,11/18/2022,13:41:7,lolo,queres que lo restauremos y le cobramos $6k o se lo damos con su información y también le cobramos $6k??
4898,11/18/2022,14:24:4,Marce Scana,de que capacidad es el equipo?
4898,11/18/2022,14:45:38,lolo,256gb y le quedan 168gb
4898,11/18/2022,15:13:23,Marce Scana,"esta lindo anda todo ok?"
4898,11/18/2022,15:33:29,Marce Scana,responde lorenzo de mierda
4898,11/18/2022,15:49:11,Marce Scana,restaurar
4898,11/22/2022,14:40:25,nico,"cuando lo intente restaurar tiro error nueve y ahora no sale del recovery presupuestar reparacion de nandflash error 9"
4898,11/23/2022,10:13:56,Marce Scana,ok para reparar 45k
4898,11/23/2022,11:48:34,nico,"traer el 11 pro max del obe primero hay q probar si es el pin de carga por las dudas"
4898,11/24/2022,11:17:17,lolo,"definitivamente es error de nand probe con otro pin de carga y bateria y hace lo mismo avisar q puede quedar en dfu y que va a tardar unos dias"
4898,11/24/2022,15:6:2,nico,se lo paso a agus
4898,11/25/2022,12:45:8,nico,"pedir contraseña del apple id vamos a hacer un ultimo intento el mail del apple id es matiassilvab22@hotmail.com"
4898,11/25/2022,15:37:6,Marce Scana,"no quiere pasar la clave ya lo desvinculo fijate si podes activar"
4898,11/28/2022,10:11:39,nico,"no sale si no pasa el apple id no lo podemos intentar restaurar desde el telefono para hacer mas pruebas se va prendido y funcionando pero en cualquier momento puede entrar en loop"
4898,11/28/2022,10:38:53,Marce Scana,"bueno cierrenlo asi que pague y se joda si no le anda"
4898,11/28/2022,10:59:35,nico,ya esta cerrado
4898,12/1/2022,14:26:57,Marce Scana,"le saco el icloud intentar reparar"
4898,12/14/2022,19:2:7,Marce Scana,le ofrecimos 200usd por el equipo y acepto
4901,11/18/2022,9:16:43,nico,"no lo encuentro acá está en el obelisco? (soy ricky)"
4901,11/18/2022,11:28:47,lolo,"está re tocado le faltan los blindajes de los componentes los del flex frontal los tornillos de abajo y un tornillo en la camara. tiene consumo apagado presupuestar microsoldadura puede tener algo más pero hasta hacer ese arreglo no puedo probar nada.(soy ricky)"
4901,11/18/2022,15:30:12,Marce Scana,ok para micro 20k
4901,11/18/2022,15:56:56,Ricky,"se lo dejo desarmado al jefe me olvidé de poner que vino sin bandeja sim también."
4901,11/22/2022,11:17:31,Señor Rafa,"muy manoseada la placa. Es a1660 no tiene sentido."
4901,11/22/2022,12:42:6,nico,no sale
4936,11/23/2022,13:23:57,Marce Scana,Kenchy
4936,11/24/2022,15:33:42,lolo,le faltan 6 tornillos
4936,11/24/2022,15:50:57,lolo,"presupuestar microsoldadura únicamente de placa que estaba re contra pegajosa $40.000 pasó por otro servicio técnico así que no sabemos si le chorearon algo o sino funcionan después de arreglar la placa le vamos a poder decir pero no parece que estén feas las otras cosas."
4936,11/28/2022,10:40:13,Marce Scana,ok para reparar
4936,11/28/2022,13:3:8,lolo,se lo dejamos al jefe para la microsoldadura
4936,11/29/2022,10:25:15,Señor Rafa,en el otro service le recalentaron el micro. Revisar lorenzo.
4936,11/29/2022,12:45:56,lolo,"ya la hicimos prender pedir contraseña para poder probar todo. De momento su teclado funciona mal pero puede ser del flexible que lo vi golpeado"
4936,11/29/2022,15:48:48,Marce Scana,"Kenchy esta puesta arriba"
4936,11/29/2022,15:49:48,lolo,a
4936,11/30/2022,9:13:55,lolo,"el problema del teclado al final es el teclado su batería parece que está mala también no podemos saber si tiene más cosas porque no pudimos poner la contraseña por el teclado. Pagó bastante de microsoldadura habla con tu jefe y capaz le podes dejar el teclado al costo pero avisar de la batería que por ahora no toma entonces es muy posible que la tenga que usar solamente conectada"
4936,12/13/2022,11:39:34,nico,"presupuestar MS 40k $38.600 bateria 9k de teclado"
4936,12/13/2022,11:39:46,nico,puede estar para el viernes
4936,12/13/2022,12:4:37,Marce Scana,ok para cambio de teclado 9k
4936,12/13/2022,12:28:39,lolo,comprar teclado y enviar a Belgrano
4936,1/2/2023,11:50:52,Soldier,cerrar se la lleva hoy
4936,1/2/2023,11:51:0,Soldier,a las 19hs!!!!
4936,1/3/2023,9:41:17,lolo,"ya se le cambió el teclado funciona bine Su batería está muerta no toma carga la tiene que usar únicamente conectada al cargador o podemos ponerle una bate que tengamos que prenda un poco. La contraseña no es Kenchy ni kenchy. Preguntar cual es para poder iniciar sesión y revisarla completa. Sino se la acuerda podemos restaurarla y que le quede de 0"
4936,1/5/2023,10:56:35,Soldier,"se va sin probar cerrarla"
4936,1/5/2023,13:14:24,lolo,cerrada y ok
4937,11/24/2022,11:18:33,Soldier,"presupuestar: cambio de bateria $73000 cambio de parlante $35000"
4937,11/25/2022,11:10:52,Marce Scana,ok para cambio de parlantes nomas
4937,11/25/2022,13:2:21,lolo,"su batería está hinchadisima no se si vamos a poder cerrarla como está ahora no hizo un buen diagnostico tu jefe después compren los parlantes y mandenlos para que los cambiemos creo que Fernando es el que más baratos los tiene hay que cambiar los 2"
4937,11/25/2022,13:36:11,Marce Scana,"bueno banca capaz hace todo"
4937,11/25/2022,13:52:36,lolo,"yo no voy a hacer nada igual primero consigan los repuestos saludos bajale el precio de la batetría de última que tu jefe le rompió el culo mejor que entren 20k de la batería en vez de 50k y que acepte 0k salu2"
4937,11/25/2022,13:52:56,lolo,no me la asignes más sin los repuestos >:c
4937,12/6/2022,11:29:36,Marce Scana,"solo arreglas los parlantes no hace el cambio de bate"
4937,12/6/2022,12:8:59,nico,hay baterias pasar $50.000. por la baterias y mantener el presupuesto de cambio de parlantes. prioridas es la bateria
4937,1/5/2023,10:55:47,Soldier,"ya estan los parlantes junto con la compu cambiarlos y avisarme cuando este listo. retira hoy 05/01"
4937,1/5/2023,15:13:26,lolo,"cambio de parlantes hecho ya lo cerré y funciona ok tiene la bate muy inchada está ok"
4948,11/25/2022,11:37:27,lolo,"es gigante el iPad parece del tamaño de your dick Marce avisar al cliente que hay que abrirla para revisar lo que tiene y que la abra tu empleador"
4948,11/25/2022,15:12:13,Marce Scana,"no asume riesgo se va como esta"
4948,11/25/2022,15:12:22,Marce Scana,retira por belgrano
4955,11/25/2022,12:8:13,lolo,"carga bien pero no da nada de imagen ni se si prende. Avisar al cliente que hay que abrir el iPad para revisarlo cuando llegan los iPad y te mando que le avises al cliente que vamos a abrir el iPad tenes que decirle que es poco probable pero que en la apertura del mismo le pueden quedar detalles esteticos al vidrio o que se rompa y no nos hacemos cargo que tiene que aceptar esas condiciones el cliente. No se especificamente lo que les decía JB preguntales a los de Obelisco que speech usan"
4955,11/25/2022,12:8:18,lolo,ellos para mandarle
4955,11/25/2022,16:54:34,ENTREGAR,esperando respuesta
4955,11/28/2022,12:17:39,lolo,"bueno me equivoqué y lo abrí Tiene mal la pantalla hay que hacer cambio de display cuando te responda mandanoslo y después de 1hs le podes contestar esto"
4955,12/7/2022,16:49:31,ENTREGAR,No va a realizar la reparacion! cerrar.
4955,12/12/2022,9:26:15,lolo,"ya está cerrado entregar"
4971,11/29/2022,14:1:3,lolo,"ya lo pude hacer prender pero el tactil está loco preguntar si se puede sacar el templado sino lo entragamos así prendido y lo cobramos :D"
4971,11/29/2022,15:39:21,Marce Scana,ok saca el templado y proba
4971,11/30/2022,11:1:54,lolo,"le falta toda una linea de tactil vertical en el lado derecho. Presupuestar cambio de tactil de pantalla si quiere sino ya está prendido presupuestar algo por hacerlo prender y entregar el hacer la pantalla tiene riesgo se puede dañar la imagen"
4971,11/30/2022,11:2:38,lolo,"después carga bien no lo pude conectar al wifi porque el ""join"" lo tiene del lado derecho que no le funciona"
4971,11/30/2022,11:35:10,Soldier,"presupuestar cambio de pantalla 230usd o tambien se puede venderle un apple watch SE 44mm color black en caja (lo tenemos aca en belgrano) 330usd"
4971,12/1/2022,14:36:38,Marce Scana,"no sale cerrar"
4971,12/1/2022,15:32:43,lolo,"preguntarle a tu jefe que quiere hacer nunca estuvo abierto así que te lo podes llevar pero quería pasar esa pantalla con el otro apple watch para apple"
4971,12/1/2022,15:32:57,lolo,"igualmnete venir a buscarlo mic"
4979,11/29/2022,11:4:46,nico,"tiene un corto en vccmain tiene consumo de 1a de apagado ahi esta hablando el soldier no prende el telefono"
4979,11/29/2022,15:34:24,Soldier,ok para reparar 40k si sale
4979,11/30/2022,8:11:29,nico,se lo paso a agus
4979,11/30/2022,13:23:50,nico,"listo la reparacion de placa pedir contraseña para probarlo"
4979,12/2/2022,9:36:45,Soldier,contraseña: 424968
4979,12/2/2022,11:23:9,nico,listo
4979,12/2/2022,11:23:23,nico,todo ok
4996,12/5/2022,11:39:3,lolo,"presupuestar reparación de microsoldadura por puertos USB. Tiene mojado el integrado presupuestar $30.000 como estoy de buen humor le podes incluir en ese precio la restauración. Ninguno de los 2 puertos usb funcionan y sin los puertos no puedo restaurar la compu. Podría hacerlo desde afuera sacar el disco y prepararlo desde otra máquina para después volverlo a poner. Si no quiere la microsoldadura pero si la restauración por todo ese quilombo pasale $10k. Su disco es un hdd y tiene solamen"
4996,12/5/2022,11:39:50,lolo,"te 4gb de ram ofrecer cambio de disco a ssd y upgrade de ram a 10gb. Creo que los precios están en el Don de Viaje si no preguntam"
4996,12/6/2022,12:11:55,Marce Scana,"ok para restaurar nomas 10k"
4996,12/6/2022,15:45:28,lolo,"ya se restauró y se cerró entregar"
4996,12/6/2022,15:45:50,lolo,"si le anda lento ya sabes tenes que ofrecer cambio de memoria y aumento de ram"
4997,12/2/2022,10:54:31,lolo,"Está mojada adjunto fotos al wpp. Presupuestar $30.000 de microsoldadura de encendido de placa únicamente cuando encienda podemos ver que otros problemas tiene"
4997,12/2/2022,12:31:59,ENTREGAR,Esperando respuesta
4997,12/2/2022,14:20:59,ENTREGAR,Confirma Microsoldadura. 30k
4997,12/6/2022,10:47:11,lolo,"reparamos la parte mojada pero sigue sin funcionar vamos a seguir investigando el problema y reparando no vamos a aumentar el presupuesto pero si va a llevar tiempo que ahora estamos a mil"
4997,12/6/2022,10:47:28,lolo,después de avisar al cleinte que va a llevar más tiempo volve a mandarlo
4997,12/6/2022,11:36:8,ENTREGAR,avisada
4997,12/15/2022,12:36:15,lolo,no salío intentamos hacer varias veces la reparación pero no se pudo
4998,12/2/2022,11:32:46,Ricky,"con su batería cargaba en 0.3 con otra cargaba bien tenía muy mojado todos los conectores del flex frontal llegando hasta la antena. probé con otra bate y con otra pantalla y prendió(dió imagen no le funciono el tactil nose si por la pantalla o por la placa) lo probé en la fuente y tiene consumo apagado de 0.14 presupuestar microsoldadura de consumo y despues de eso voy a poder probarlo y ver si qeu tiene pero seguro tiene algo más"
4998,12/2/2022,12:36:2,ENTREGAR,ricky pregunta por ahi a cuanto le presupuesto la microsoldadura porfix
4998,12/5/2022,15:9:53,Ricky,"a no ser que quiera recuperar la información vale mas cara la reparación que el equipo pasar lista de precios de telefonos."
4998,12/6/2022,10:3:59,ENTREGAR,esperando respuesta
5001,12/2/2022,10:6:11,lolo,"avisar al cliente que hay que abrirlo para ver el problema. No carga excepto caundo apretas algun botón bastante probable que sea el ic de carga"
5001,12/2/2022,12:43:46,ENTREGAR,Esperando respuesta
5002,12/2/2022,10:1:28,lolo,"tiene el tactil loco avisar al cliente que hay que abrirlo para ver si de casualidad está desconectado y se puede arreglar sin cambiar nada pero sino hay que hacerle cambio de tactil que vale $18.000"
5002,12/2/2022,12:48:15,ENTREGAR,Esperando respuesta!
5006,12/2/2022,15:7:29,lolo,"tenía mojado el conector del trackpad se lo limpió y solucionó se lo dejamos como garantía. Que la venga a buscar todas las cosas funcionan bien excepto la cámara que no funciona pero no sabemos solucionarla"
5006,12/7/2022,17:53:19,Jeibito,Quiere cambiarle el disco ssd por uno de 256gb. Le habiamos pasado 35.000 la otra vez
5006,12/12/2022,9:6:34,lolo,usado está $26.000 en ML. hace cuanto se le pasó ese presupuesto?? Avisar además de que si se le cambia el disco pierde la información
5006,12/12/2022,13:14:19,Jeibito,En septiembre. Le paso 40k?
5006,12/12/2022,13:19:55,lolo,"teniendo la inflación mensual que estamos sufriendo pasar $43.000 se puede bajar hasta $40.000"
5006,12/13/2022,11:58:56,Jeibito,ESPERANDO RESPUESTA
5006,12/15/2022,17:7:50,Jeibito,CONFIRMADO DISCO 256 40K
5006,12/15/2022,17:24:34,Jeibito,la info mic dice
5006,12/16/2022,11:57:56,lolo,"funciona todo bien menos la cámara ya le puse ok"
5006,12/16/2022,13:34:50,Jeibito,"va para arriba hace ruido el ventilador me pa"
5006,12/16/2022,15:49:19,lolo,"ya se le arregló el ruido la humedad le mató el sensor de temperatura entonces el cooler está siempre al máximo y por eso tampoco no tiene cámara pero no podemos solucionarlo"
5006,12/20/2022,14:4:55,Jeibito,LISTO
5017,12/5/2022,13:9:22,Ricky,"conecté el celular a cargar y no cargaba lo intentaba prender y aparecía la manzanita y se volvia a apagar. probé conectando en la fuente y sucedía lo mismo medí su ic de carga y estaba en 07 probé con otro y estaba en 37(ok) pero seguía sin cargar el celular(cargaba en 007) conecté otra batería y cargó bien pero sigue quedandose en la manzanita y se apaga está en dfu probé con otra panta también y sucede lo mismo hay que restaurarlo"
5017,12/6/2022,9:53:29,ENTREGAR,esperando respuesta
5017,12/6/2022,11:14:38,ENTREGAR,Confirma restauracion.
5017,12/6/2022,13:6:28,Ricky,"lo puse a restaurar y no se pudo hacer porque tiraba error 4013 presupuestar microsoldadura de error 4013"
5017,12/7/2022,9:49:32,ENTREGAR,Esperando respuesta
5027,12/5/2022,14:13:58,Marce Scana,presupuestar cambio de vidrio de camara
5027,12/6/2022,9:5:9,nico,presupuestar ic de wifi
5027,12/6/2022,12:10:54,Marce Scana,ok para reparar 20k
5027,12/6/2022,12:22:46,nico,se lo paso a agus
5027,12/6/2022,16:7:25,lolo,"ya se le hico el unbind funciona el wifi no tenía 2 blindajes se le puso cintas. Después las cámaras tienen manchitas"
5027,12/6/2022,16:7:42,lolo,"todo el resto de cosas funcionan bien pero anda medio lento"
5027,12/23/2022,13:51:59,Soldier,Equipo listo para retirar.
5030,12/6/2022,12:53:35,Ricky,"el problema era la pantalla le pusimos otra y prendió tenía cortado el flex del boton home por ende no tiene boton lo probe con otra panta y funcionaba todo ok presupuestar cambio de pantalla y de boton generico si es que lo quiere(notificarle que el boton solo funcionaría como boton no con la huella)"
5030,12/6/2022,12:55:34,Ricky,"también la camara principal tiene unas manchas negras bastante grandes"
5030,12/12/2022,10:52:11,Marce Scana,"ok para cambio de panta de vidrio cambiado 19800 ok para cambio de boton home 20200 ok para cambio de camara principal 32200"
5030,12/12/2022,11:31:25,nico,"ya esta hecho el cambio de camara falta la panta que aca no tenemos hay q hacerla"
5030,12/13/2022,11:36:50,nico,"esta listo q retire mañana"
5044,12/6/2022,14:8:4,nico,"tiene un corto en vcc main es una reparacion bastante dificil sale 60k ademas de eso puede ser q tenga un problema en el integrado de carga si es asi la reparacion pasaria a valer 95k no lo podemos saber hasta que no acepte el primer presupuesto"
5044,12/7/2022,9:39:2,ENTREGAR,Esperando respuesta
5044,12/7/2022,10:16:11,ENTREGAR,Acepta el presupuesto. Hacer vcc main 60k.
5044,12/7/2022,10:49:44,nico,se lo paso a agus
5044,12/7/2022,14:49:40,Señor Rafa,Estoy esperando el stencil de iPhone 13 que llega el día lunes.
5044,12/13/2022,14:54:16,nico,preguntar si se puede restaurar
5044,12/14/2022,9:59:55,Jeibito,perando rta
5044,12/14/2022,10:2:22,Jeibito,confirmado restaurar
5044,12/14/2022,11:22:16,Jeibito,"amataloni@gmail.com Alemata121"
5044,12/15/2022,9:58:18,nico,lo tiene el jefe
5044,12/16/2022,13:6:23,Señor Rafa,"ya estaba restaurado el equipo. Està complicado el corto lo tiene en un integrado de señal tenemos que ver si recupera la señal. Damos mas novedades cuando las haya. Estamos medio demorados dar esa novedad al cliente y desp manden nuevamente la orden para mi."
5044,12/20/2022,11:41:3,Jeibito,cliente avisado
5044,12/21/2022,10:9:52,lolo,"ya se pudo prender pero no tiene señal no le funcionan las cámaras el wiif el FaceId la linterna. Se reparó el vcc main pero todo el resto NO funciona se lo puede llevar así que solamente funciona ocmo pisa papeles y como microfono en las notas o lo podemos comprar para rpuestos"
5044,1/2/2023,9:22:31,Jeibito,a cuanto se lo compraríamos $$$
5044,1/4/2023,10:27:6,Señor Rafa,"No sirve nada 15mil pesos. Que le saque el icloud."
5044,1/4/2023,18:59:42,Jeibito,perando rta
5048,12/7/2022,10:49:27,lolo,hola... si... que queres que le haga??
5048,12/7/2022,11:10:9,nico,"ya lo probre no le vi nada"
5048,1/2/2023,11:32:33,Soldier,"que tiene le vieron algo?"
5048,1/2/2023,11:48:6,Soldier,"ok para cambio de bate original $43070.- revisarlo bien"
5048,1/3/2023,17:0:9,Soldier,pass: 120757
5048,1/4/2023,9:9:50,nico,ya se fue este equipo
5048,1/4/2023,10:16:44,Soldier,"juliim@live.com.ar Amadeo4416"
5048,1/5/2023,13:30:15,Soldier,esta en apple
5064,12/7/2022,18:4:21,Marce Scana,"se restauro tiene que cambiar la clave"
5073,12/12/2022,15:40:29,lolo,"carga en 04 le puse otra bate y pasaba lo mismo medí el ic de carga y medía 01 o 0 y pasaba lo ismo con otro pin. lo probé en la fuente y tenía consumo de 12 apagado presupuestar microsoldadura de consumo apagado(presupuestar caro porque puede ser que tenga muerta la ram o que no salga)"
5073,12/13/2022,14:30:14,Marce Scana,ok para reparar 37k
5073,12/13/2022,14:43:4,nico,se lo paso a agus
5073,12/14/2022,10:34:28,Ricky,"ya lo arregló agus lo cerré funciona todo ok (ricky)"
5075,12/13/2022,10:25:13,Marce Scana,2323 / 2324
5075,12/13/2022,10:26:0,lolo,"lo puse a cargar y cargaba mal lo abrí y vi que estaba todo sulfatado (mojado). le ppuse otra bate y cargaba ""bien"" en 047 que puede ser porque a bate estaba muy baja de bate pero igual seguía sin dar imagen probe con otras pantallas y tampoo daba imagen seguro es un problema de placa aparte la reparación sale más cara que el celular pasar lista de precio de celulares no sale"
5078,12/12/2022,14:59:57,lolo,"presupuestar cambio de vibrador(nico ya lo cambió) lo probé y funciona todo bien.(ricky)"
5078,12/14/2022,11:40:20,Jeibito,perando rta
5078,12/14/2022,16:6:12,Jeibito,CONFIRMADO 10K
5078,12/15/2022,9:9:2,nico,listo
5089,12/13/2022,13:35:36,Ricky,"lo intente prender y no prendo lo puse a cargar para prenderlo y se ponia en loop(prendia hasta la manzanita y se apagaba) le puse otra bate y prendió normal lo probé y funcionaba todo ok menos la cámara principal (se ve negro) también estaba tocado de antes el celular le faltaba un tornillo y tenía escrito en un blindaje ""7/6/22"" presupuestar cambio de bate"
5089,12/13/2022,14:16:43,nico,y presupuestar 28 k de microsoldadura por la camara
5089,12/14/2022,12:3:3,Jeibito,perando rta
5089,12/14/2022,13:39:32,nico,porque esta aca?
5089,12/14/2022,14:31:35,Jeibito,DISCULPÁ
5095,12/15/2022,10:58:12,lolo,"ya prende parece que carga la batería pero no estoy seguro si andará sin estar enchufado pedir contraseña y nombre para probarlo"
5095,12/15/2022,11:20:3,Jeibito,perando rta
5095,12/15/2022,17:8:40,Jeibito,"julieta juli"
5095,12/19/2022,15:11:17,nico,"funciona todo bien la batería sigue funcionando pero su cargador no fucniona esperamos al jefe para preguntarle si quiere venderle un cargador o que hacemos"
5095,12/20/2022,10:18:44,lolo,"se lo paso al jefe para que decida si le regala un cargador le vende uno o que hacemos."
5095,12/20/2022,11:50:11,Jeibito,PERANDO RTA
5097,12/15/2022,9:53:24,Ricky,"carga en 037 con cualquier pin de carga lo conecté en la fuente y tiene consumo de 0.6 apagado se lo dejo desarmado al jefe"
5097,12/16/2022,12:59:12,Ricky,"nosé que le hizo el jefe pero ya prendió no tiene consumo y funciona todo ok"
5097,12/16/2022,13:15:32,Jeibito,okkk
5097,12/16/2022,13:32:41,Jeibito,12k
5104,12/15/2022,9:48:40,nico,"presupuestar cambio de bate cambio de panta y tiene el vidrio trasero roto  todo el resto ok la pantalla la tiene q aceptar si o si porq se le murio la imagen donde perdia el tactil"
5104,12/15/2022,10:36:59,Jeibito,cambio de panta generica 35k y bate 155000 confirmado
5104,12/15/2022,11:10:50,nico,"listo no tenia consumo me olvide de avisar"
5105,12/19/2022,10:47:3,nico,con la bateria q tiene ahora el telefono se les reinicio? porq no lo vi fallar
5105,12/19/2022,10:58:50,Soldier,Usa la camara vas a ver que se reinicia
5105,12/19/2022,11:52:26,Soldier,"Denle prioridad a este equipo que es para kilombo ya el cliente esta pesado"
5105,12/20/2022,13:15:53,nico,"se le acomodo la swi y con su bateria no lo vimos reiniciarse ni una vez se va asi"
5105,12/21/2022,9:50:37,Soldier,Listo en obelisco para retirar.
5105,12/22/2022,14:2:52,Soldier,"se lo llevo y prometio restaurarlo de cero por que podria ser un problema de soft el equipo seguia con el problema de que se apagaba"
5112,12/15/2022,15:41:33,lolo,"fue a otro servicio tecnico antes tiene escrito un blindaje y pregado estampitas en la parte de atras de la pantalla tiene mala la panta(no anda se ve todo blanco y negro esta rota) y su bate está inchadisima puse otra bate y otra panta y le funciona todo ok(el boton y el flex frontal ok también) presupuestar cambio de panta y de bate"
5112,12/20/2022,14:14:40,Jeibito,PERANDO RTA
5112,12/20/2022,16:21:32,Jeibito,confirmado panta genrrica y b ate en 21k
5112,12/21/2022,10:55:38,lolo,este equipo ya está hecho? no lo encuentro acá arriba
5112,12/21/2022,10:55:46,lolo,(ricky)
5112,12/21/2022,11:39:13,Jeibito,tiene que estar arriba pa
5112,12/21/2022,13:16:28,Ricky,"cambios hechos funciona todo ok no aparece la condicion de la bate creo que antes no aparecia tampoco no estoy seguro todo el resto ok"
5113,12/20/2022,10:46:28,nico,"tiene las placas despegadas no toma señal ni wifi ni bluetooth ver cuanto se le pasa a obelisco"
5113,12/20/2022,11:25:53,Soldier,le voy a pasar $105.000
5113,12/20/2022,11:48:52,Soldier,"presupuesto aprobado el cliente sabe que puede morir"
5113,12/21/2022,21:30:27,Señor Rafa,"se hizo poronga jajaja què hacemos? lo devolvemos así? o compramos otro por 600usd. Aguardo respuesta."
5113,1/4/2023,9:29:57,Soldier,"ya le tire la mala noticia al cliente hay que conseguir un equipo para venderle o una placa con face id para hacerle swap"
5113,1/4/2023,9:30:25,Soldier,la idea es que el chabon no pague lo mismo que vale un equipo 0km
5113,1/4/2023,13:23:22,nico,"no se porq esta aca suerteeeeeee"
5115,12/19/2022,9:56:55,lolo,"carga en 03 con varias su bate y otras más medí el ic de caga y carga en 08 con varios pines de carga tiene ic de carga la reparación cuesta más que el celular pasar lista de precios de celulares para la venta"
5115,12/21/2022,9:38:30,Soldier,ingresa al obelisco para retirar.
5116,12/16/2022,9:25:24,Ricky,"probé el celular antes de hacerle nada y no le andaba la huella todo el resto ok probé con otro pin de carga y cargó bien presupuestar cambio de pin de carga"
5116,12/16/2022,9:39:33,Jeibito,confirmado cambio de pin $7500.-
5116,12/16/2022,11:1:10,Ricky,"ya le cambie el pin de carga y funciona bien pero parece que hace falso contacto ahora el parlante me falta revisar eso"
5116,12/16/2022,11:47:18,Ricky,"ya arregle el falso contacto funciona todo ok"
5116,12/16/2022,11:55:19,Jeibito,GRANDE RICKY
5117,12/19/2022,10:4:2,nico,"presupuestar cambio de panta todo el resto ok"
5117,12/22/2022,13:21:38,Soldier,ok para cambio de pantalla original presupuesto aprobado $79700.-
5117,12/22/2022,13:41:8,nico,ya esta armado para llevar a apple
5118,12/16/2022,13:13:20,Ricky,"el telefono está en loop hay que restaurarlo porque puede ser software no es ninguno de los perifericos"
5118,12/22/2022,13:22:15,Soldier,"ok para restaurar presupuesto aprobado $6000.-"
5118,12/22/2022,15:15:27,Ricky,"lo intento restaurar y me tira error 4013 es un problema de nandflash tiene que pasar por microsoldadura y puede salir o no"
5118,12/23/2022,9:13:34,nico,"tiene microsoldadura por nandflash ademas del problema de wifi q no lo pudimos ver es mas caro el arreglo q un telefono nuevo pasar lista de precios"
5123,12/20/2022,10:10:47,lolo,"le robaron el blindaje de la batería le pusieron stickers pero no parece que le hayan heccho algo. Presupuestar cambio de batería la suya no funciona con otra batería todo funciona ok."
5123,12/20/2022,10:11:1,lolo,No tiene consumo
5123,12/20/2022,10:15:25,lolo,"tiene hecho el ic de audio nada más"
5123,12/21/2022,16:10:48,Soldier,okpara el cambio de bate
5123,12/22/2022,10:16:34,Ricky,cambio de batee hecho funciona todo ok
5123,12/23/2022,13:44:51,Soldier,Equipo listo para retirar.
5127,12/20/2022,9:52:39,lolo,pedir contraseña para probar el celular (ricky)
5127,12/20/2022,9:56:46,lolo,"hay un flexible que lo pone en loop pero no sabemos cual es todavía necesito la contra(ricky)"
5127,12/21/2022,16:4:42,Soldier,no lo hace!
5127,12/22/2022,9:8:11,nico,cerrado
5128,12/20/2022,9:27:0,nico,"esta en recoverey hay q restaurarlo  avisar al cliente esta muy manoseado le faltan todos los blindajes pedir apple id y contraseña tambien la contraseña del telefono"
5128,12/20/2022,13:8:43,Soldier,"pelael87@gmail.con Funpeople1"
5128,12/21/2022,10:3:9,Ricky,"restaura bien pero cuando se reinicia se vuelve a poner en recovery lo conecté a la fuente y no reacciona se queda en 0 todo el tiempo"
5128,12/21/2022,10:40:40,lolo,"le puse otra batería y pasa lo mismo sigue en recovery"
5128,12/21/2022,11:53:37,lolo,"lo del tactil puede ser por que está muy mal el conector del tactil pero está muy tocado el celular teiene un monton de problemas no sale del recovery por ahí si se arregla el tactil igual termine teniendo otros problemas pasar precio de celulares usados"
5128,12/21/2022,15:46:14,Soldier,"no sale avisar al cliente que sale irreparable y venderle un equipo"
5128,12/21/2022,16:5:32,Soldier,cerrar no lo hace
5128,12/22/2022,9:11:13,nico,cerrado
5129,12/20/2022,9:13:44,nico,"el flex frontal lo pone en loop antes de presupuestar pedir contraseña para terminar de probarlo"
5129,12/20/2022,14:5:50,Soldier,contraseña 071004
5129,12/21/2022,11:12:6,lolo,"tiene la pantalla quebrada le funciona todo bien no podemos saber si le anda el flex frontal porque es lo que lo pone en loop(por ende no sabemos si le anda el face idel sensor de proximidadel parlante y el microfono) presupuestar microsoldadura de flex frontal"
5129,12/21/2022,16:6:4,Soldier,cerrar no lo hace
5129,12/22/2022,9:7:5,nico,cerrado
5130,12/16/2022,15:55:55,lolo,ya se cambió la bate´ria y la pantalla con True Tone.
5130,12/16/2022,15:56:3,lolo,"no tenía consumo ya se entregó"
5135,12/22/2022,13:54:22,Soldier,equipo en apple para hacer cambio debate
5135,12/23/2022,13:37:19,Soldier,El lciente retiró el equipo. abonó con transferencia.
